Activity Date,Activity Name,distance_miles,duration_min,pace_min_per_mile,avg_hr,max_hr,csv_distance_miles,csv_duration_min,csv_pace,csv_avg_hr,csv_max_hr,csv_elevation_gain,csv_calories,fit_distance_miles,fit_duration_min,fit_pace,fit_avg_hr,fit_max_hr,fit_min_hr,fit_zone1_pct,fit_zone2_pct,fit_zone3_pct,fit_zone4_pct,fit_zone5_pct,fit_elevation_gain_m,fit_elevation_loss_m,fit_avg_cadence,fit_pace_variability,is_long_run,is_tempo,is_speed_work,is_easy,is_marathon,is_bonked
"Dec 30, 2024, 5:29:21 PM",Lunch Run,11.05,100.02,9.05,149.2,170,11.05,98.82,8.94,149.0,170.0,261.2,1331.0,11.05,100.02,9.05,149.2,170,88,0.6,9.0,43.6,46.8,0.0,0,0,,,False,False,False,True,False,False
"Dec 29, 2024, 8:57:35 PM",Afternoon Run,10.02,107.5,10.73,126.6,176,10.02,104.35,10.41,126.0,176.0,213.3,1219.0,10.02,107.5,10.73,126.6,176,106,2.5,77.4,16.1,0.7,3.3,0,0,,,False,False,False,True,False,False
"Dec 27, 2024, 9:11:02 PM",10k @ 8% - 2534ft,6.21,60.95,9.81,171.0,189.0,6.21,60.95,9.81,171.0,189.0,772.5,1102.0,,,,,,,,,,,,,,,,False,False,False,True,False,False
"Dec 26, 2024, 7:23:08 PM",Afternoon Run,6.33,79.03,12.48,125.1,164,6.34,68.65,10.83,129.0,164.0,187.4,763.0,6.33,79.03,12.48,125.1,164,81,16.0,56.3,27.3,0.4,0.0,0,0,,,False,False,False,True,False,False
"Dec 25, 2024, 7:46:49 PM",Home far from home :),6.39,63.85,9.99,143.0,175.0,6.39,63.85,9.99,143.0,175.0,337.1,929.0,,,,,,,,,,,,,,,,False,False,False,True,False,False
"Dec 23, 2024, 9:22:28 PM",Afternoon Run,6.34,52.8,8.32,144.1,155,6.35,52.72,8.3,144.0,155.0,42.4,698.0,6.34,52.8,8.32,144.1,155,74,0.5,13.4,66.9,19.1,0.0,0,0,,,False,False,False,False,False,False
"Dec 22, 2024, 6:42:11 PM",Morning Run: Fasted,6.86,73.47,10.71,158.6,178,6.86,72.72,10.6,158.0,178.0,458.4,1058.0,6.86,73.47,10.71,158.6,178,86,0.9,8.1,13.9,58.5,18.5,0,0,,,False,False,False,True,False,False
"Dec 20, 2024, 10:37:14 PM",Afternoon Run,7.01,59.28,8.46,139.1,152,7.01,59.2,8.45,139.0,152.0,47.6,772.0,7.01,59.28,8.46,139.1,152,79,0.6,19.4,79.8,0.2,0.0,0,0,,,False,False,False,False,False,False
"Dec 17, 2024, 9:04:47 PM",Afternoon Run,7.01,59.28,8.45,138.0,151,7.02,59.23,8.44,138.0,151.0,47.0,774.0,7.01,59.28,8.45,138.0,151,95,0.7,27.8,71.5,0.0,0.0,0,0,,,False,False,False,False,False,False
"Dec 16, 2024, 7:52:26 PM",Lunch Run,7.01,61.65,8.79,136.4,155,7.01,61.6,8.79,137.0,155.0,65.6,861.0,7.01,61.65,8.79,136.4,155,82,0.6,21.2,77.8,0.4,0.0,0,0,,,False,False,False,False,False,False
"Dec 14, 2024, 9:58:41 PM",Afternoon Run,6.88,71.4,10.38,153.8,176,6.88,71.1,10.33,153.0,176.0,458.6,1027.0,6.88,71.4,10.38,153.8,176,91,0.6,9.2,28.1,53.2,8.9,0,0,,,False,False,False,True,False,False
"Dec 13, 2024, 8:07:40 PM",Lunch Run,7.01,58.47,8.35,148.4,158,7.01,58.38,8.33,148.0,158.0,50.2,774.0,7.01,58.47,8.35,148.4,158,78,0.5,4.3,57.4,37.8,0.0,0,0,,,False,False,False,False,False,False
"Dec 12, 2024, 9:17:08 PM",Afternoon Run,4.38,34.87,7.95,148.8,161,4.38,34.85,7.96,149.0,161.0,29.2,482.0,4.38,34.87,7.95,148.8,161,79,1.3,1.4,53.4,43.9,0.0,0,0,,,False,True,False,False,False,False
"Dec 11, 2024, 9:17:50 PM",Afternoon Run,4.26,35.6,8.35,142.4,155,4.27,35.52,8.32,142.0,155.0,38.2,474.0,4.26,35.6,8.35,142.4,155,90,1.1,14.1,79.7,5.1,0.0,0,0,,,False,False,False,False,False,False
"Dec 10, 2024, 10:18:33 PM",Afternoon Run,3.73,31.55,8.45,138.4,149,3.73,31.47,8.44,139.0,149.0,37.0,415.0,3.73,31.55,8.45,138.4,149,74,1.2,12.9,85.9,0.0,0.0,0,0,,,False,False,False,False,False,False
"Dec 8, 2024, 3:03:34 PM",CIM 2024,26.24,202.93,7.73,175.0,195,26.24,202.38,7.71,174.0,195.0,242.8,2961.0,26.24,202.93,7.73,175.0,195,143,0.0,0.0,3.0,44.8,52.2,0,0,,,True,True,False,False,True,False
"Dec 7, 2024, 6:04:24 PM",Shakeout Run,2.08,20.87,10.05,114.2,126,2.08,20.78,9.99,114.0,126.0,19.2,222.0,2.08,20.87,10.05,114.2,126,87,45.1,54.9,0.0,0.0,0.0,0,0,,,False,False,False,True,False,False
"Dec 6, 2024, 8:11:27 PM",Lunch Run,3.74,30.8,8.24,143.2,189,3.74,30.75,8.22,144.0,189.0,33.6,422.0,3.74,30.8,8.24,143.2,189,89,7.2,31.5,19.4,25.1,16.7,0,0,,,False,False,False,False,False,False
"Dec 4, 2024, 9:56:23 PM",Afternoon Run,5.02,37.95,7.55,158.3,179,5.02,37.88,7.55,159.0,179.0,35.0,574.0,5.02,37.95,7.55,158.3,179,83,0.8,2.9,21.8,60.0,14.5,0,0,,,False,True,False,False,False,False
"Dec 1, 2024, 5:11:27 PM",Morning Run,5.24,43.42,8.29,136.0,166,5.25,42.88,8.17,137.0,166.0,63.8,582.0,5.24,43.42,8.29,136.0,166,97,3.6,48.6,27.3,20.4,0.0,0,0,,,False,False,False,False,False,False
"Nov 30, 2024, 5:19:32 PM",Poipu Beach,8.51,75.68,8.9,134.3,171,8.55,71.77,8.39,136.0,171.0,94.2,947.0,8.51,75.68,8.9,134.3,171,75,9.2,32.9,41.7,15.9,0.3,0,0,,,False,False,False,False,False,False
"Nov 29, 2024, 5:22:48 PM",Hanalei Bay,6.31,56.23,8.91,127.6,145,6.31,55.52,8.8,128.0,145.0,100.4,703.0,6.31,56.23,8.91,127.6,145,78,3.6,58.8,37.6,0.0,0.0,0,0,,,False,False,False,False,False,False
"Nov 26, 2024, 7:10:37 PM",Lunch Run,8.08,62.5,7.73,156.3,182,8.13,62.42,7.68,156.0,182.0,60.0,898.0,8.08,62.5,7.73,156.3,182,86,0.5,9.8,25.2,39.3,25.1,0,0,,,False,True,False,False,False,False
"Nov 25, 2024, 8:35:14 PM",Lunch Run,8.03,69.2,8.62,135.5,146,8.03,68.85,8.57,135.0,146.0,60.0,884.0,8.03,69.2,8.62,135.5,146,90,0.8,28.9,70.3,0.0,0.0,0,0,,,False,False,False,False,False,False
"Nov 24, 2024, 8:10:18 PM",Lunch Run,7.02,62.5,8.9,129.2,142,7.02,62.45,8.9,129.0,142.0,48.8,765.0,7.02,62.5,8.9,129.2,142,67,0.8,62.0,37.2,0.0,0.0,0,0,,,False,False,False,False,False,False
"Nov 22, 2024, 7:36:42 PM",My happy place ❤️,6.25,71.67,11.46,147.3,184,6.26,70.13,11.2,147.0,184.0,401.8,929.0,6.25,71.67,11.46,147.3,184,84,0.7,12.7,46.4,36.9,3.3,0,0,,,False,False,False,True,False,False
"Nov 21, 2024, 11:07:01 PM",Last Long Run: Failed…,16.02,126.28,7.88,155.4,176,16.07,126.28,7.86,155.0,176.0,118.6,1788.0,16.02,126.28,7.88,155.4,176,93,0.2,0.5,46.1,46.6,6.6,0,0,,,True,True,False,False,False,False
"Nov 20, 2024, 11:11:04 PM",Afternoon Run,6.33,54.98,8.69,154.0,190,6.26,53.92,8.61,151.0,190.0,48.0,692.0,6.33,54.98,8.69,154.0,190,103,1.5,9.2,47.1,8.7,33.5,0,0,,,False,False,False,False,False,False
"Nov 19, 2024, 9:08:12 PM",Afternoon Run,8.08,69.37,8.58,135.9,172,8.08,69.3,8.58,136.0,172.0,61.8,904.0,8.08,69.37,8.58,135.9,172,80,0.8,50.8,30.7,17.2,0.5,0,0,,,False,False,False,False,False,False
"Nov 18, 2024, 8:32:14 PM",Lunch Run,10.08,78.7,7.81,152.6,175,10.14,78.43,7.73,153.0,175.0,80.2,1149.0,10.08,78.7,7.81,152.6,175,78,0.4,11.6,38.1,41.6,8.4,0,0,,,False,True,False,False,False,False
"Nov 15, 2024, 11:54:52 PM",Afternoon Run 🥶,20.02,156.43,7.82,159.0,179,20.07,155.7,7.76,159.0,179.0,137.2,2248.0,20.02,156.43,7.82,159.0,179,81,0.2,0.3,30.6,46.9,22.0,0,0,,0.03,True,True,False,False,False,False
"Nov 14, 2024, 7:17:16 PM",Lunch Run,7.01,61.35,8.75,141.5,151,7.01,61.25,8.74,142.0,151.0,46.2,765.0,7.01,61.35,8.75,141.5,151,99,0.5,3.8,95.7,0.0,0.0,0,0,,,False,False,False,False,False,False
"Nov 13, 2024, 7:14:19 PM",Lunch Run,8.01,58.9,7.35,163.8,177,8.04,58.83,7.32,164.0,177.0,57.4,903.0,8.01,58.9,7.35,163.8,177,86,0.5,0.9,10.8,55.5,32.4,0,0,,,False,True,False,False,False,False
"Nov 12, 2024, 8:37:07 PM",Lunch Run,8.01,71.47,8.92,134.8,146,8.01,71.25,8.9,135.0,146.0,60.6,875.0,8.01,71.47,8.92,134.8,146,90,0.4,32.0,67.7,0.0,0.0,0,0,,,False,False,False,False,False,False
"Nov 12, 2024, 12:16:54 AM",Afternoon Run 🔥,10.06,72.22,7.18,162.5,179,10.21,71.1,6.96,163.0,179.0,0.0,1110.0,10.06,72.22,7.18,162.5,179,69,1.5,9.5,4.3,51.2,33.5,0,0,,,False,True,False,False,False,False
"Nov 9, 2024, 3:58:11 PM",Morning Run,13.16,115.43,8.77,141.6,154,13.16,115.35,8.77,142.0,154.0,92.8,1437.0,13.16,115.43,8.77,141.6,154,88,0.3,5.0,92.7,1.9,0.0,0,0,,,False,False,False,False,False,False
"Nov 9, 2024, 12:09:42 AM",Missing Trails ❤️,10.34,95.98,9.28,159.4,175,10.39,95.52,9.19,159.0,175.0,517.0,1398.0,10.34,95.98,9.28,159.4,175,106,0.1,1.6,14.2,80.8,3.2,0,0,,,False,False,False,True,False,False
"Nov 7, 2024, 4:00:58 PM",Morning Run,7.46,55.32,7.42,164.7,180,7.46,55.32,7.42,165.0,180.0,58.8,844.0,7.46,55.32,7.42,164.7,180,70,0.8,3.3,14.0,34.6,47.2,0,0,,,False,True,False,False,False,False
"Nov 5, 2024, 8:37:54 PM",Lunch Run,8.01,67.83,8.47,143.9,165,8.01,67.1,8.38,143.0,165.0,57.2,883.0,8.01,67.83,8.47,143.9,165,92,0.8,3.8,93.3,2.0,0.0,0,0,,,False,False,False,False,False,False
"Nov 4, 2024, 7:39:40 PM",Lunch Run,8.01,66.27,8.27,147.8,158,8.02,65.97,8.23,148.0,158.0,57.6,878.0,8.01,66.27,8.27,147.8,158,83,0.5,2.2,55.6,41.7,0.0,0,0,,,False,False,False,False,False,False
"Nov 3, 2024, 7:39:59 PM",Lunch Run,6.36,53.4,8.39,144.0,157,6.36,53.1,8.35,144.0,157.0,45.6,695.0,6.36,53.4,8.39,144.0,157,86,1.0,15.0,59.1,24.9,0.0,0,0,,,False,False,False,False,False,False
"Nov 2, 2024, 4:07:21 PM",Morning Run,17.1,135.73,7.94,161.0,179,17.14,135.68,7.92,161.0,179.0,135.8,1994.0,17.1,135.73,7.94,161.0,179,91,0.2,3.8,14.8,55.1,26.1,0,0,,,True,True,False,False,False,False
"Nov 1, 2024, 6:53:48 PM",Lunch Run,6.39,53.22,8.32,148.7,160,6.39,53.08,8.31,149.0,160.0,41.2,704.0,6.39,53.22,8.32,148.7,160,90,0.8,1.2,54.1,43.9,0.0,0,0,,,False,False,False,False,False,False
"Oct 31, 2024, 3:24:54 PM",Morning Run: 4 x 1 mile,8.17,73.9,9.04,158.9,191,8.17,63.63,7.79,163.0,191.0,70.4,955.0,8.17,73.9,9.04,158.9,191,95,0.8,10.4,22.7,33.9,32.2,0,0,,0.069,False,False,False,True,False,False
"Oct 29, 2024, 6:43:17 PM",Lunch Run:Uptempo,8.01,60.78,7.59,156.1,177,8.05,60.78,7.55,156.0,177.0,59.4,887.0,8.01,60.78,7.59,156.1,177,78,0.8,7.3,30.6,46.3,14.9,0,0,,,False,True,False,False,False,False
"Oct 28, 2024, 6:28:48 PM",Lunch Run,8.03,66.68,8.3,140.3,155,8.07,66.68,8.26,140.0,155.0,63.6,881.0,8.03,66.68,8.3,140.3,155,73,0.8,17.9,75.0,6.3,0.0,0,0,,,False,False,False,False,False,False
"Oct 25, 2024, 2:52:05 PM",Morning Run,7.31,62.33,8.53,151.4,187,7.31,61.48,8.41,152.0,187.0,56.0,821.0,7.31,62.33,8.53,151.4,187,112,0.4,4.6,42.9,45.2,6.9,0,0,,,False,False,False,False,False,False
"Oct 24, 2024, 7:09:12 PM",Powered by TSLA 🔥🚀,10.75,83.02,7.72,165.2,183,10.81,82.82,7.66,165.0,183.0,72.4,1218.0,10.75,83.02,7.72,165.2,183,94,0.2,2.5,13.7,41.3,42.2,0,0,,,False,True,False,False,False,False
"Oct 23, 2024, 3:04:22 PM",Morning Run,7.01,59.53,8.49,139.9,154,7.02,59.17,8.43,140.0,154.0,51.4,768.0,7.01,59.53,8.49,139.9,154,84,1.0,20.0,77.5,1.6,0.0,0,0,,,False,False,False,False,False,False
"Oct 22, 2024, 2:47:05 PM",Morning Run,7.02,63.15,8.99,138.5,171,7.03,63.08,8.97,138.0,171.0,52.0,777.0,7.02,63.15,8.99,138.5,171,84,0.9,36.8,45.8,16.5,0.1,0,0,,,False,False,False,False,False,False
"Oct 22, 2024, 12:51:46 AM",Afternoon Run: AF3 🔥,8.05,63.72,7.91,165.9,189,8.05,62.97,7.82,166.0,189.0,63.0,917.0,8.05,63.72,7.91,165.9,189,91,0.4,2.3,13.5,36.7,47.1,0,0,,,False,True,False,False,False,False
"Oct 19, 2024, 12:16:15 AM",Afternoon Run,13.45,112.65,8.37,151.6,179,13.53,109.67,8.11,153.0,179.0,92.4,1502.0,13.45,112.65,8.37,151.6,179,91,1.0,17.6,24.3,36.0,21.2,0,0,,,False,False,False,False,False,False
"Oct 17, 2024, 3:14:53 PM",Morning Run,6.36,56.52,8.88,136.3,185,6.36,55.6,8.74,137.0,185.0,43.8,696.0,6.36,56.52,8.88,136.3,185,86,3.1,28.9,66.2,0.3,1.5,0,0,,,False,False,False,False,False,False
"Oct 16, 2024, 3:05:46 PM",Morning Run,10.07,89.0,8.84,136.8,151,10.07,88.67,8.81,137.0,151.0,72.6,1106.0,10.07,89.0,8.84,136.8,151,72,0.8,29.5,69.7,0.0,0.0,0,0,,,False,False,False,False,False,False
"Oct 15, 2024, 3:19:37 PM",Morning Run,8.01,75.15,9.38,163.9,185,8.01,73.23,9.14,157.0,185.0,66.2,866.0,8.01,75.15,9.38,163.9,185,107,2.5,12.8,12.8,4.0,68.0,0,0,,,False,False,False,True,False,False
"Oct 15, 2024, 1:01:14 AM",Evening Run: 8 x 1km,7.98,69.62,8.73,161.8,192,8.0,64.28,8.04,162.0,192.0,77.4,888.0,7.98,69.62,8.73,161.8,192,122,0.0,8.4,32.9,13.8,44.9,0,0,,,False,False,False,False,False,False
"Oct 13, 2024, 4:42:46 PM",Morning Run,10.07,89.22,8.86,137.6,152,10.08,89.15,8.84,138.0,152.0,80.2,1104.0,10.07,89.22,8.86,137.6,152,84,0.8,24.0,75.1,0.1,0.0,0,0,,,False,False,False,False,False,False
"Oct 12, 2024, 1:02:41 AM",Evening Run,8.03,63.7,7.93,160.1,182,8.03,61.03,7.6,161.0,182.0,0.0,892.0,8.03,63.7,7.93,160.1,182,89,0.2,5.9,25.9,36.2,31.7,0,0,,,False,True,False,False,False,False
"Oct 10, 2024, 3:47:50 PM",Morning Run,7.12,61.73,8.67,138.6,170,7.15,61.65,8.62,139.0,170.0,52.0,802.0,7.12,61.73,8.67,138.6,170,67,1.0,24.9,64.6,9.5,0.0,0,0,,,False,False,False,False,False,False
"Oct 9, 2024, 3:38:41 PM",Morning Run,8.02,70.15,8.75,142.4,174,8.07,70.03,8.68,143.0,174.0,61.6,914.0,8.02,70.15,8.75,142.4,174,85,0.7,24.4,58.1,15.9,1.0,0,0,,,False,False,False,False,False,False
"Oct 8, 2024, 3:48:19 PM",Morning Run,8.49,78.92,9.29,157.2,185,8.49,72.12,8.49,160.0,185.0,71.2,981.0,8.49,78.92,9.29,157.2,185,71,0.8,18.0,18.0,28.9,34.2,0,0,,,False,False,False,True,False,False
"Oct 7, 2024, 3:37:22 PM",Morning Run,7.01,65.0,9.27,131.0,167,7.05,64.45,9.14,129.0,167.0,54.0,769.0,7.01,65.0,9.27,131.0,167,84,1.2,49.5,48.1,1.2,0.0,0,0,,,False,False,False,True,False,False
"Oct 6, 2024, 2:42:07 PM",Rock n Roll HM: Adeena’s debut!,13.14,156.78,11.93,115.9,160,13.14,153.05,11.65,115.0,160.0,83.2,1433.0,13.14,156.78,11.93,115.9,160,93,32.7,65.8,1.4,0.2,0.0,0,0,,,False,False,False,True,False,False
"Oct 4, 2024, 2:58:17 PM",Morning Run,7.03,54.17,7.71,159.8,177,7.05,54.17,7.68,160.0,177.0,44.8,809.0,7.03,54.17,7.71,159.8,177,73,1.0,6.3,18.5,40.0,34.1,0,0,,,False,True,False,False,False,False
"Oct 3, 2024, 3:08:13 PM",Morning Run,7.02,62.0,8.83,132.8,148,7.04,61.95,8.8,133.0,148.0,48.2,783.0,7.02,62.0,8.83,132.8,148,95,1.1,44.6,54.3,0.0,0.0,0,0,,,False,False,False,False,False,False
"Oct 2, 2024, 3:05:57 PM",Morning Run,8.01,73.7,9.2,132.8,148,8.01,73.63,9.19,133.0,148.0,59.2,883.0,8.01,73.7,9.2,132.8,148,85,1.0,45.2,53.8,0.0,0.0,0,0,,,False,False,False,True,False,False
"Oct 1, 2024, 3:06:06 PM",Morning Run,8.01,79.95,9.98,125.5,144,8.05,79.9,9.93,126.0,144.0,65.2,871.0,8.01,79.95,9.98,125.5,144,86,3.9,81.1,15.0,0.0,0.0,0,0,,,False,False,False,True,False,False
"Oct 1, 2024, 1:22:59 AM",Evening Run 🥵,6.34,54.9,8.66,159.4,190,6.34,54.7,8.63,159.0,190.0,46.0,739.0,6.34,54.9,8.66,159.4,190,84,0.5,10.9,22.2,31.2,35.3,0,0,,,False,False,False,False,False,False
"Sep 29, 2024, 6:30:20 PM",Lunch Run,3.74,36.55,9.76,139.8,161,3.75,36.48,9.73,140.0,161.0,33.8,448.0,3.74,36.55,9.76,139.8,161,89,1.1,31.0,53.7,14.2,0.0,0,0,,,False,False,False,True,False,False
"Sep 29, 2024, 1:29:32 AM",Evening Run,10.0,79.98,7.99,166.1,185,10.01,79.9,7.98,166.0,185.0,70.0,1248.0,10.0,79.98,7.99,166.1,185,78,0.4,7.6,4.6,39.3,48.2,0,0,,,False,True,False,False,False,False
"Sep 26, 2024, 3:15:03 PM",Morning Run,7.01,68.02,9.7,122.2,132,7.04,67.9,9.64,122.0,132.0,51.4,769.0,7.01,68.02,9.7,122.2,132,75,4.3,95.7,0.0,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 25, 2024, 3:14:43 PM",Morning Run,6.37,61.4,9.64,126.1,151,6.37,61.35,9.63,126.0,151.0,48.4,704.0,6.37,61.4,9.64,126.1,151,76,1.3,90.3,8.3,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 24, 2024, 3:11:41 PM",Morning Run,7.03,67.73,9.63,129.0,144,7.03,67.68,9.63,129.0,144.0,50.2,771.0,7.03,67.73,9.63,129.0,144,75,2.7,50.9,46.4,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 24, 2024, 1:39:51 AM",Evening Run: 🥵,6.36,61.38,9.65,134.0,144,6.36,61.32,9.64,134.0,144.0,44.4,707.0,6.36,61.38,9.65,134.0,144,88,0.7,27.4,71.9,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 22, 2024, 4:18:32 PM",Morning Run,8.07,99.85,12.37,146.5,176,8.08,99.5,12.31,145.0,176.0,602.0,1301.0,8.07,99.85,12.37,146.5,176,90,0.6,19.4,43.0,35.2,1.8,0,0,,,False,False,False,True,False,False
"Sep 21, 2024, 12:46:06 AM",Afternoon Run,13.84,121.78,8.8,154.1,175,13.9,119.83,8.62,154.0,175.0,93.6,1665.0,13.84,121.78,8.8,154.1,175,77,0.4,7.8,24.2,60.7,7.0,0,0,,,False,False,False,False,False,False
"Sep 19, 2024, 3:06:17 PM",Morning Run,6.38,63.47,9.94,124.6,133,6.39,63.4,9.92,125.0,133.0,41.0,700.0,6.38,63.47,9.94,124.6,133,82,1.3,98.5,0.2,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 19, 2024, 1:05:06 AM",Evening Run,7.03,61.07,8.68,147.6,187,7.17,60.85,8.49,147.0,187.0,164.8,837.0,7.03,61.07,8.68,147.6,187,81,0.9,26.7,36.3,19.2,16.9,0,0,,,False,False,False,False,False,False
"Sep 17, 2024, 3:27:18 PM",Morning Run,7.07,69.95,9.89,126.7,183,7.11,68.65,9.66,122.0,183.0,55.0,776.0,7.07,69.95,9.89,126.7,183,82,4.6,87.6,0.4,0.0,7.4,0,0,,,False,False,False,True,False,False
"Sep 16, 2024, 8:37:38 PM",Afternoon Run,7.01,68.27,9.73,128.8,142,7.02,67.18,9.57,129.0,142.0,50.0,765.0,7.01,68.27,9.73,128.8,142,73,1.8,57.9,40.3,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 15, 2024, 5:19:16 PM",Morning Run,7.89,95.18,12.06,159.6,182,7.89,94.35,11.96,158.0,182.0,639.2,1293.0,7.89,95.18,12.06,159.6,182,82,0.9,5.2,23.3,41.2,29.5,0,0,,,False,False,False,True,False,False
"Sep 15, 2024, 1:23:52 AM",Evening Run,5.05,47.8,9.47,127.4,158,5.05,47.73,9.45,127.0,158.0,75.4,568.0,5.05,47.8,9.47,127.4,158,73,5.6,58.1,32.4,3.9,0.0,0,0,,,False,False,False,True,False,False
"Sep 14, 2024, 1:52:33 AM",Evening Run,7.0,61.08,8.72,132.0,175,7.01,60.63,8.65,134.0,175.0,48.8,782.0,7.0,61.08,8.72,132.0,175,91,1.6,55.6,42.5,0.2,0.1,0,0,,,False,False,False,False,False,False
"Sep 12, 2024, 3:24:20 PM",Morning Run,8.0,76.57,9.57,123.7,135,8.01,76.48,9.55,124.0,135.0,54.4,890.0,8.0,76.57,9.57,123.7,135,76,2.1,97.2,0.7,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 11, 2024, 3:22:02 PM",Morning Run,8.01,75.82,9.46,125.6,141,8.01,75.75,9.46,125.0,141.0,59.8,881.0,8.01,75.82,9.46,125.6,141,81,3.1,82.4,14.5,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 10, 2024, 3:19:00 PM",Morning Run,7.01,67.48,9.63,125.9,135,7.01,67.4,9.61,126.0,135.0,48.6,762.0,7.01,67.48,9.63,125.9,135,98,1.3,95.9,2.8,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 8, 2024, 4:03:27 PM",Morning Run,15.85,195.65,12.34,151.9,171,15.86,194.1,12.24,151.0,171.0,898.8,2479.0,15.85,195.65,12.34,151.9,171,79,0.4,2.0,41.5,55.5,0.6,0,0,,,True,False,False,True,False,False
"Sep 5, 2024, 5:49:24 PM",Morning Run,6.38,60.2,9.44,135.6,149,6.38,60.15,9.43,136.0,149.0,45.4,720.0,6.38,60.2,9.44,135.6,149,80,0.9,32.8,66.3,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 4, 2024, 3:23:17 PM",Morning Run,7.02,63.9,9.11,137.1,149,7.01,63.88,9.11,137.0,149.0,49.8,781.0,7.02,63.9,9.11,137.1,149,89,1.3,18.8,79.9,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 3, 2024, 3:19:23 PM",Morning Run,8.01,74.03,9.24,134.4,149,8.05,74.03,9.2,134.0,149.0,63.2,893.0,8.01,74.03,9.24,134.4,149,67,0.9,27.3,71.8,0.0,0.0,0,0,,,False,False,False,True,False,False
"Sep 2, 2024, 4:56:55 PM",Morning Run,15.05,141.57,9.41,139.5,155,15.13,139.6,9.23,140.0,155.0,99.2,1708.0,15.05,141.57,9.41,139.5,155,70,0.7,16.9,82.0,0.3,0.0,0,0,,,True,False,False,True,False,False
"Sep 2, 2024, 1:16:10 AM",Evening Run,5.03,47.95,9.53,125.6,145,5.03,47.9,9.52,125.0,145.0,80.6,574.0,5.03,47.95,9.53,125.6,145,75,1.7,87.8,10.5,0.0,0.0,0,0,,,False,False,False,True,False,False
"Aug 30, 2024, 2:49:50 PM",Morning Run,7.0,65.12,9.3,131.5,165,7.0,64.4,9.2,132.0,165.0,50.8,777.0,7.0,65.12,9.3,131.5,165,105,0.8,50.1,48.2,0.9,0.0,0,0,,,False,False,False,True,False,False
"Aug 29, 2024, 3:24:30 PM",Morning Run,8.02,74.92,9.34,134.7,189,8.03,74.87,9.32,135.0,189.0,59.4,889.0,8.02,74.92,9.34,134.7,189,87,0.9,25.1,73.9,0.0,0.0,0,0,,,False,False,False,True,False,False
"Aug 28, 2024, 6:54:31 PM",Lunch Run,8.0,74.97,9.37,144.2,160,8.01,74.88,9.35,144.0,160.0,63.4,945.0,8.0,74.97,9.37,144.2,160,83,0.6,15.9,55.9,27.6,0.0,0,0,,,False,False,False,True,False,False
"Aug 28, 2024, 2:05:12 AM",Evening Run,7.02,66.15,9.42,133.3,142,7.02,66.15,9.42,133.0,142.0,51.8,783.0,7.02,66.15,9.42,133.3,142,83,0.8,30.2,69.0,0.0,0.0,0,0,,,False,False,False,True,False,False
"Aug 26, 2024, 5:56:45 PM",Morning Run,7.03,67.9,9.66,136.5,152,7.03,67.83,9.65,137.0,152.0,44.8,808.0,7.03,67.9,9.66,136.5,152,83,1.2,35.7,61.8,1.3,0.0,0,0,,,False,False,False,True,False,False
"Aug 25, 2024, 4:16:26 PM",Morning Run,15.73,173.07,11.0,149.6,166,15.73,171.98,10.93,150.0,166.0,884.0,2267.0,15.73,173.07,11.0,149.6,166,92,0.2,5.3,44.7,49.8,0.0,0,0,,,True,False,False,True,False,False
"Aug 23, 2024, 6:34:28 PM",Lunch Run,7.01,64.08,9.14,142.8,157,7.01,64.0,9.13,143.0,157.0,52.0,786.0,7.01,64.08,9.14,142.8,157,78,0.7,7.9,78.9,12.5,0.0,0,0,,,False,False,False,True,False,False
"Aug 22, 2024, 6:24:46 PM",Lunch Run,8.02,73.92,9.22,148.2,163,8.02,73.87,9.21,148.0,163.0,58.2,962.0,8.02,73.92,9.22,148.2,163,103,0.4,2.9,45.6,51.1,0.0,0,0,,,False,False,False,True,False,False
"Aug 22, 2024, 2:05:14 AM",Evening Run,7.01,55.0,7.84,164.2,179,7.02,54.95,7.83,164.0,179.0,50.6,831.0,7.01,55.0,7.84,164.2,179,91,0.7,2.0,17.1,26.1,54.1,0,0,,,False,True,False,False,False,False
"Aug 21, 2024, 1:52:57 AM",Evening Run,7.01,61.5,8.78,148.3,168,7.01,61.03,8.71,147.0,168.0,51.2,803.0,7.01,61.5,8.78,148.3,168,117,0.0,11.6,34.4,53.9,0.0,0,0,,,False,False,False,False,False,False
"Aug 20, 2024, 1:43:22 AM",Evening Run: Back,7.01,67.95,9.69,133.1,174,7.02,66.85,9.52,134.0,174.0,54.8,792.0,7.01,67.95,9.69,133.1,174,72,1.0,37.5,61.3,0.2,0.1,0,0,,,False,False,False,True,False,False
"Aug 14, 2024, 2:12:28 PM",Evening Run,5.65,60.0,10.62,,,5.65,60.0,10.62,,,,837.0,,,,,,,,,,,,,,,,False,False,False,True,False,False
