Activity Date,Activity Name,distance_miles,duration_min,pace_min_per_mile,avg_hr,max_hr,csv_distance_miles,csv_duration_min,csv_pace,csv_avg_hr,csv_max_hr,csv_elevation_gain,csv_calories,fit_distance_miles,fit_duration_min,fit_pace,fit_avg_hr,fit_max_hr,fit_min_hr,fit_zone1_pct,fit_zone2_pct,fit_zone3_pct,fit_zone4_pct,fit_zone5_pct,fit_elevation_gain_m,fit_elevation_loss_m,fit_avg_cadence,fit_pace_variability,is_long_run,is_tempo,is_speed_work,is_easy,is_marathon,is_bonked
"Dec 18, 2025, 2:36:57 AM",Morning Run,2.65,25.05,9.44,168.9,182,2.65,18.82,7.1,169.0,182.0,50.0,239.0,2.65,25.05,9.44,168.9,182,101,1.0,4.3,5.6,17.4,71.7,70.4,69.4,177.6,,False,False,False,True,False,False
"Dec 16, 2025, 10:13:57 AM",Afternoon Run,6.11,53.75,8.8,150.9,171,6.96,53.75,7.72,151.0,171.0,0.0,594.0,6.11,53.75,8.8,150.9,171,88,1.6,13.2,22.6,62.5,0.1,0,0,174.3,,False,False,False,False,False,False
"Dec 15, 2025, 5:13:11 AM",Morning Run,5.6,58.77,10.5,132.6,142,5.6,56.92,10.16,133.0,142.0,7.0,537.0,5.6,58.77,10.5,132.6,142,95,1.0,43.5,55.5,0.0,0.0,78.0,82.2,172.4,,False,False,False,True,False,False
"Dec 14, 2025, 3:10:02 AM",Morning Run,8.14,80.38,9.88,136.3,160,8.13,77.88,9.58,136.0,160.0,44.0,790.0,8.14,80.38,9.88,136.3,160,61,1.6,35.8,47.6,15.0,0.0,155.0,157.0,173.9,,False,False,False,True,False,False
"Dec 12, 2025, 3:20:22 AM",Morning Run,0.94,7.25,7.69,161.0,172,0.94,7.17,7.63,161.0,172.0,20.0,83.0,0.94,7.25,7.69,161.0,172,77,4.1,2.1,1.4,86.2,6.2,25.2,5.2,174.1,,False,True,False,False,False,False
"Dec 11, 2025, 5:10:05 AM",Morning Run,2.49,27.2,10.92,151.1,162,2.49,23.17,9.31,151.0,162.0,9.0,253.0,2.49,27.2,10.92,151.1,162,118,0.0,2.4,44.6,53.0,0.0,55.2,52.2,173.8,,False,False,False,True,False,False
"Dec 11, 2025, 4:26:19 AM",Morning Run,3.97,38.42,9.69,163.3,182,3.97,34.47,8.68,163.0,182.0,14.0,412.0,3.97,38.42,9.69,163.3,182,114,0.0,1.4,17.5,40.5,40.6,83.2,87.8,173.5,,False,False,False,True,False,False
"Dec 11, 2025, 3:40:27 AM",Morning Run,3.62,42.97,11.88,143.9,164,3.62,32.23,8.9,144.0,164.0,6.0,345.0,3.62,42.97,11.88,143.9,164,79,3.1,13.8,56.9,26.2,0.0,66.4,63.6,174.3,,False,False,False,True,False,False
"Dec 8, 2025, 2:32:59 AM",Blitz run club W9,5.45,48.25,8.86,160.3,185,5.44,45.38,8.34,160.0,185.0,4.0,535.0,5.45,48.25,8.86,160.3,185,119,0.0,5.3,21.8,42.3,30.6,58.8,67.4,170.0,,False,False,False,False,False,False
"Dec 6, 2025, 1:41:38 AM",90’,11.27,98.85,8.77,160.7,171,11.27,90.28,8.01,161.0,171.0,9.0,1068.0,11.27,98.85,8.77,160.7,171,70,0.9,0.9,6.3,91.7,0.1,115.6,123.0,176.0,,False,False,False,False,False,False
